Year,Month,Day,Hour,Minute,GHI
2020,1,14,6,30,0
2020,1,14,7,30,0
2020,1,14,8,30,0
2020,1,14,9,30,0
2020,1,14,10,30,0
2020,1,14,11,30,0
2020,1,14,12,30,0
2020,1,14,13,30,0
2020,1,14,14,30,0
2020,1,14,15,30,16
2020,1,14,16,30,158
2020,1,14,17,30,321
2020,1,14,18,30,450
2020,1,14,19,30,527
2020,1,14,20,30,542
2020,1,14,21,30,497
2020,1,14,22,30,393
2020,1,14,23,30,244
2020,1,15,0,30,79
2020,1,15,1,30,0
2020,1,15,2,30,0
2020,1,15,3,30,0
2020,1,15,4,30,0
2020,1,15,5,30,0
2020,1,15,6,30,0
2020,1,15,7,30,0
2020,1,15,8,30,0
2020,1,15,9,30,0
2020,1,15,10,30,0
2020,1,15,11,30,0
2020,1,15,12,30,0
2020,1,15,13,30,0
2020,1,15,14,30,0
2020,1,15,15,30,14
2020,1,15,16,30,135
2020,1,15,17,30,264
2020,1,15,18,30,364
2020,1,15,19,30,395
2020,1,15,20,30,388
2020,1,15,21,30,327
2020,1,15,22,30,294
2020,1,15,23,30,157
2020,1,16,0,30,47
2020,1,16,1,30,0
2020,1,16,2,30,0
2020,1,16,3,30,0
2020,1,16,4,30,0
2020,1,16,5,30,0
2020,1,16,6,30,0
2020,1,16,7,30,0
2020,1,16,8,30,0
2020,1,16,9,30,0
2020,1,16,10,30,0
2020,1,16,11,30,0
2020,1,16,12,30,0
2020,1,16,13,30,0
2020,1,16,14,30,0
2020,1,16,15,30,18
2020,1,16,16,30,152
2020,1,16,17,30,128
2020,1,16,18,30,69
2020,1,16,19,30,29
2020,1,16,20,30,23
2020,1,16,21,30,17
2020,1,16,22,30,85
2020,1,16,23,30,234
2020,1,17,0,30,21
2020,1,17,1,30,0
2020,1,17,2,30,0
2020,1,17,3,30,0
2020,1,17,4,30,0
2020,1,17,5,30,0
2020,1,17,6,30,0
2020,1,17,7,30,0
2020,1,17,8,30,0
2020,1,17,9,30,0
2020,1,17,10,30,0
2020,1,17,11,30,0
2020,1,17,12,30,0
2020,1,17,13,30,0
2020,1,17,14,30,0
2020,1,17,15,30,11
2020,1,17,16,30,130
2020,1,17,17,30,294
2020,1,17,18,30,447
2020,1,17,19,30,536
2020,1,17,20,30,554
2020,1,17,21,30,502
2020,1,17,22,30,300
2020,1,17,23,30,175
2020,1,18,0,30,66
2020,1,18,1,30,0
2020,1,18,2,30,0
2020,1,18,3,30,0
2020,1,18,4,30,0
2020,1,18,5,30,0
2020,1,18,6,30,0
2020,1,18,7,30,0
2020,1,18,8,30,0
2020,1,18,9,30,0
2020,1,18,10,30,0
2020,1,18,11,30,0
2020,1,18,12,30,0
2020,1,18,13,30,0
2020,1,18,14,30,0
2020,1,18,15,30,10
2020,1,18,16,30,125
2020,1,18,17,30,308
2020,1,18,18,30,363
2020,1,18,19,30,536
2020,1,18,20,30,501
2020,1,18,21,30,508
2020,1,18,22,30,403
2020,1,18,23,30,260
2020,1,19,0,30,73
2020,1,19,1,30,0
2020,1,19,2,30,0
2020,1,19,3,30,0
2020,1,19,4,30,0
2020,1,19,5,30,0
2020,1,19,6,30,0
2020,1,19,7,30,0
2020,1,19,8,30,0
2020,1,19,9,30,0
2020,1,19,10,30,0
2020,1,19,11,30,0
2020,1,19,12,30,0
2020,1,19,13,30,0
2020,1,19,14,30,0
2020,1,19,15,30,13
2020,1,19,16,30,105
2020,1,19,17,30,85
2020,1,19,18,30,222
2020,1,19,19,30,342
2020,1,19,20,30,419
2020,1,19,21,30,350
2020,1,19,22,30,147
2020,1,19,23,30,51
2020,1,20,0,30,18
2020,1,20,1,30,0
2020,1,20,2,30,0
2020,1,20,3,30,0
2020,1,20,4,30,0
2020,1,20,5,30,0
2020,1,20,6,30,0
2020,1,20,7,30,0
2020,1,20,8,30,0
2020,1,20,9,30,0
2020,1,20,10,30,0
2020,1,20,11,30,0
2020,1,20,12,30,0
2020,1,20,13,30,0
2020,1,20,14,30,0
2020,1,20,15,30,7
2020,1,20,16,30,39
2020,1,20,17,30,69
2020,1,20,18,30,241
2020,1,20,19,30,178
2020,1,20,20,30,261
2020,1,20,21,30,173
2020,1,20,22,30,82
2020,1,20,23,30,70
2020,1,21,0,30,19
2020,1,21,1,30,0
2020,1,21,2,30,0
2020,1,21,3,30,0
2020,1,21,4,30,0
2020,1,21,5,30,0
2020,1,21,6,30,0
2020,1,21,7,30,0
2020,1,21,8,30,0
2020,1,21,9,30,0
2020,1,21,10,30,0
2020,1,21,11,30,0
2020,1,21,12,30,0
2020,1,21,13,30,0
2020,1,21,14,30,0
2020,1,21,15,30,4
2020,1,21,16,30,65
2020,1,21,17,30,160
2020,1,21,18,30,335
2020,1,21,19,30,368
2020,1,21,20,30,315
2020,1,21,21,30,331
2020,1,21,22,30,191
2020,1,21,23,30,93
2020,1,22,0,30,25
2020,1,22,1,30,0
2020,1,22,2,30,0
2020,1,22,3,30,0
2020,1,22,4,30,0
2020,1,22,5,30,0
2020,1,22,6,30,0
2020,1,22,7,30,0
2020,1,22,8,30,0
2020,1,22,9,30,0
2020,1,22,10,30,0
2020,1,22,11,30,0
2020,1,22,12,30,0
2020,1,22,13,30,0
2020,1,22,14,30,0
2020,1,22,15,30,21
2020,1,22,16,30,168
2020,1,22,17,30,118
2020,1,22,18,30,233
2020,1,22,19,30,499
2020,1,22,20,30,347
2020,1,22,21,30,251
2020,1,22,22,30,416
2020,1,22,23,30,269
2020,1,23,0,30,102
2020,1,23,1,30,0
2020,1,23,2,30,0
2020,1,23,3,30,0
2020,1,23,4,30,0
2020,1,23,5,30,0
2020,1,23,6,30,0
2020,1,23,7,30,0
2020,1,23,8,30,0
2020,1,23,9,30,0
2020,1,23,10,30,0
2020,1,23,11,30,0
2020,1,23,12,30,0
2020,1,23,13,30,0
2020,1,23,14,30,0
2020,1,23,15,30,8
2020,1,23,16,30,103
2020,1,23,17,30,254
2020,1,23,18,30,278
2020,1,23,19,30,323
2020,1,23,20,30,395
2020,1,23,21,30,441
2020,1,23,22,30,110
2020,1,23,23,30,14
2020,1,24,0,30,11
2020,1,24,1,30,0
2020,1,24,2,30,0
2020,1,24,3,30,0
2020,1,24,4,30,0
2020,1,24,5,30,0
2020,1,24,6,30,0
2020,1,24,7,30,0
2020,1,24,8,30,0
2020,1,24,9,30,0
2020,1,24,10,30,0
2020,1,24,11,30,0
2020,1,24,12,30,0
2020,1,24,13,30,0
2020,1,24,14,30,0
2020,1,24,15,30,21
2020,1,24,16,30,162
2020,1,24,17,30,348
2020,1,24,18,30,478
2020,1,24,19,30,557
2020,1,24,20,30,575
2020,1,24,21,30,532
2020,1,24,22,30,430
2020,1,24,23,30,267
2020,1,25,0,30,61
2020,1,25,1,30,0
2020,1,25,2,30,0
2020,1,25,3,30,0
2020,1,25,4,30,0
2020,1,25,5,30,0
2020,1,25,6,30,0
2020,1,25,7,30,0
2020,1,25,8,30,0
2020,1,25,9,30,0
2020,1,25,10,30,0
2020,1,25,11,30,0
2020,1,25,12,30,0
2020,1,25,13,30,0
2020,1,25,14,30,0
2020,1,25,15,30,25
2020,1,25,16,30,80
2020,1,25,17,30,345
2020,1,25,18,30,474
2020,1,25,19,30,551
2020,1,25,20,30,548
2020,1,25,21,30,405
2020,1,25,22,30,326
2020,1,25,23,30,169
2020,1,26,0,30,31
2020,1,26,1,30,0
2020,1,26,2,30,0
2020,1,26,3,30,0
2020,1,26,4,30,0
2020,1,26,5,30,0
2020,1,26,6,30,0
2020,1,26,7,30,0
2020,1,26,8,30,0
2020,1,26,9,30,0
2020,1,26,10,30,0
2020,1,26,11,30,0
2020,1,26,12,30,0
2020,1,26,13,30,0
2020,1,26,14,30,0
2020,1,26,15,30,22
2020,1,26,16,30,184
2020,1,26,17,30,192
2020,1,26,18,30,312
2020,1,26,19,30,278
2020,1,26,20,30,566
2020,1,26,21,30,538
2020,1,26,22,30,431
2020,1,26,23,30,287
2020,1,27,0,30,115
2020,1,27,1,30,0
2020,1,27,2,30,0
2020,1,27,3,30,0
2020,1,27,4,30,0
2020,1,27,5,30,0
2020,1,27,6,30,0
2020,1,27,7,30,0
2020,1,27,8,30,0
2020,1,27,9,30,0
2020,1,27,10,30,0
2020,1,27,11,30,0
2020,1,27,12,30,0
2020,1,27,13,30,0
2020,1,27,14,30,0
2020,1,27,15,30,26
2020,1,27,16,30,182
2020,1,27,17,30,350
2020,1,27,18,30,485
2020,1,27,19,30,567
2020,1,27,20,30,588
2020,1,27,21,30,494
2020,1,27,22,30,414
2020,1,27,23,30,277
2020,1,28,0,30,94
2020,1,28,1,30,1
2020,1,28,2,30,0
2020,1,28,3,30,0
2020,1,28,4,30,0
2020,1,28,5,30,0
2020,1,28,6,30,0
2020,1,28,7,30,0
2020,1,28,8,30,0
2020,1,28,9,30,0
2020,1,28,10,30,0
2020,1,28,11,30,0
2020,1,28,12,30,0
2020,1,28,13,30,0
2020,1,28,14,30,0
2020,1,28,15,30,17
2020,1,28,16,30,88
2020,1,28,17,30,230
2020,1,28,18,30,303
2020,1,28,19,30,494
2020,1,28,20,30,102
2020,1,28,21,30,401
2020,1,28,22,30,219
2020,1,28,23,30,282
2020,1,29,0,30,122
2020,1,29,1,30,1
2020,1,29,2,30,0
2020,1,29,3,30,0
2020,1,29,4,30,0
2020,1,29,5,30,0
2020,1,29,6,30,0
2020,1,29,7,30,0
2020,1,29,8,30,0
2020,1,29,9,30,0
2020,1,29,10,30,0
2020,1,29,11,30,0
2020,1,29,12,30,0
2020,1,29,13,30,0
2020,1,29,14,30,0
2020,1,29,15,30,32
2020,1,29,16,30,167
2020,1,29,17,30,337
2020,1,29,18,30,475
2020,1,29,19,30,450
2020,1,29,20,30,554
2020,1,29,21,30,531
2020,1,29,22,30,450
2020,1,29,23,30,301
2020,1,30,0,30,126
2020,1,30,1,30,1
2020,1,30,2,30,0
2020,1,30,3,30,0
2020,1,30,4,30,0
2020,1,30,5,30,0
2020,1,30,6,30,0
2020,1,30,7,30,0
2020,1,30,8,30,0
2020,1,30,9,30,0
2020,1,30,10,30,0
2020,1,30,11,30,0
2020,1,30,12,30,0
2020,1,30,13,30,0
2020,1,30,14,30,0
2020,1,30,15,30,18
2020,1,30,16,30,99
2020,1,30,17,30,281
2020,1,30,18,30,490
2020,1,30,19,30,541
2020,1,30,20,30,481
2020,1,30,21,30,545
2020,1,30,22,30,450
2020,1,30,23,30,303
2020,1,31,0,30,117
2020,1,31,1,30,2
2020,1,31,2,30,0
2020,1,31,3,30,0
2020,1,31,4,30,0
2020,1,31,5,30,0
2020,1,31,6,30,0
2020,1,31,7,30,0
2020,1,31,8,30,0
2020,1,31,9,30,0
2020,1,31,10,30,0
2020,1,31,11,30,0
2020,1,31,12,30,0
2020,1,31,13,30,0
2020,1,31,14,30,0
2020,1,31,15,30,20
2020,1,31,16,30,136
2020,1,31,17,30,299
2020,1,31,18,30,502
2020,1,31,19,30,585
2020,1,31,20,30,608
2020,1,31,21,30,567
2020,1,31,22,30,463
2020,1,31,23,30,312
2020,2,1,0,30,136
2020,2,1,1,30,5
2020,2,1,2,30,0
2020,2,1,3,30,0
2020,2,1,4,30,0
2020,2,1,5,30,0
2020,2,1,6,30,0
2020,2,1,7,30,0
2020,2,1,8,30,0
2020,2,1,9,30,0
2020,2,1,10,30,0
2020,2,1,11,30,0
2020,2,1,12,30,0
2020,2,1,13,30,0
2020,2,1,14,30,0
2020,2,1,15,30,37
2020,2,1,16,30,206
2020,2,1,17,30,380
2020,2,1,18,30,518
2020,2,1,19,30,599
2020,2,1,20,30,619
2020,2,1,21,30,574
2020,2,1,22,30,470
2020,2,1,23,30,319
2020,2,2,0,30,140
2020,2,2,1,30,5
2020,2,2,2,30,0
2020,2,2,3,30,0
2020,2,2,4,30,0
2020,2,2,5,30,0
2020,2,2,6,30,0
2020,2,2,7,30,0
2020,2,2,8,30,0
2020,2,2,9,30,0
2020,2,2,10,30,0
2020,2,2,11,30,0
2020,2,2,12,30,0
2020,2,2,13,30,0
2020,2,2,14,30,0
2020,2,2,15,30,23
2020,2,2,16,30,128
2020,2,2,17,30,288
2020,2,2,18,30,483
2020,2,2,19,30,615
2020,2,2,20,30,531
2020,2,2,21,30,600
2020,2,2,22,30,497
2020,2,2,23,30,341
2020,2,3,0,30,154
2020,2,3,1,30,6
2020,2,3,2,30,0
2020,2,3,3,30,0
2020,2,3,4,30,0
2020,2,3,5,30,0
2020,2,3,6,30,0
2020,2,3,7,30,0
2020,2,3,8,30,0
2020,2,3,9,30,0
2020,2,3,10,30,0
2020,2,3,11,30,0
2020,2,3,12,30,0
2020,2,3,13,30,0
2020,2,3,14,30,0
2020,2,3,15,30,47
2020,2,3,16,30,230
2020,2,3,17,30,412
2020,2,3,18,30,556
2020,2,3,19,30,641
2020,2,3,20,30,663
2020,2,3,21,30,616
2020,2,3,22,30,508
2020,2,3,23,30,350
2020,2,4,0,30,162
2020,2,4,1,30,7
2020,2,4,2,30,0
2020,2,4,3,30,0
2020,2,4,4,30,0
2020,2,4,5,30,0
2020,2,4,6,30,0
2020,2,4,7,30,0
2020,2,4,8,30,0
2020,2,4,9,30,0
2020,2,4,10,30,0
2020,2,4,11,30,0
2020,2,4,12,30,0
2020,2,4,13,30,0
2020,2,4,14,30,0
2020,2,4,15,30,52
2020,2,4,16,30,237
2020,2,4,17,30,415
2020,2,4,18,30,551
2020,2,4,19,30,636
2020,2,4,20,30,622
2020,2,4,21,30,560
2020,2,4,22,30,470
2020,2,4,23,30,345
2020,2,5,0,30,147
2020,2,5,1,30,6
2020,2,5,2,30,0
2020,2,5,3,30,0
2020,2,5,4,30,0
2020,2,5,5,30,0
2020,2,5,6,30,0
2020,2,5,7,30,0
2020,2,5,8,30,0
2020,2,5,9,30,0
2020,2,5,10,30,0
2020,2,5,11,30,0
2020,2,5,12,30,0
2020,2,5,13,30,0
2020,2,5,14,30,0
2020,2,5,15,30,36
2020,2,5,16,30,221
2020,2,5,17,30,396
2020,2,5,18,30,532
2020,2,5,19,30,613
2020,2,5,20,30,633
2020,2,5,21,30,588
2020,2,5,22,30,484
2020,2,5,23,30,332
2020,2,6,0,30,153
2020,2,6,1,30,9
2020,2,6,2,30,0
2020,2,6,3,30,0
2020,2,6,4,30,0
2020,2,6,5,30,0
2020,2,6,6,30,0
2020,2,6,7,30,0
2020,2,6,8,30,0
2020,2,6,9,30,0
2020,2,6,10,30,0
2020,2,6,11,30,0
2020,2,6,12,30,0
2020,2,6,13,30,0
2020,2,6,14,30,0
2020,2,6,15,30,50
2020,2,6,16,30,224
2020,2,6,17,30,400
2020,2,6,18,30,537
2020,2,6,19,30,622
2020,2,6,20,30,642
2020,2,6,21,30,599
2020,2,6,22,30,496
2020,2,6,23,30,344
2020,2,7,0,30,162
2020,2,7,1,30,11
2020,2,7,2,30,0
2020,2,7,3,30,0
2020,2,7,4,30,0
2020,2,7,5,30,0
2020,2,7,6,30,0
2020,2,7,7,30,0
2020,2,7,8,30,0
2020,2,7,9,30,0
2020,2,7,10,30,0
2020,2,7,11,30,0
2020,2,7,12,30,0
2020,2,7,13,30,0
2020,2,7,14,30,0
2020,2,7,15,30,54
2020,2,7,16,30,235
2020,2,7,17,30,414
2020,2,7,18,30,552
2020,2,7,19,30,638
2020,2,7,20,30,660
2020,2,7,21,30,617
2020,2,7,22,30,513
2020,2,7,23,30,358
2020,2,8,0,30,171
2020,2,8,1,30,12
2020,2,8,2,30,0
2020,2,8,3,30,0
2020,2,8,4,30,0
2020,2,8,5,30,0
2020,2,8,6,30,0
2020,2,8,7,30,0
2020,2,8,8,30,0
2020,2,8,9,30,0
2020,2,8,10,30,0
2020,2,8,11,30,0
2020,2,8,12,30,0
2020,2,8,13,30,0
2020,2,8,14,30,0
2020,2,8,15,30,56
2020,2,8,16,30,237
2020,2,8,17,30,416
2020,2,8,18,30,556
2020,2,8,19,30,642
2020,2,8,20,30,660
2020,2,8,21,30,614
2020,2,8,22,30,510
2020,2,8,23,30,355
2020,2,9,0,30,170
2020,2,9,1,30,13
2020,2,9,2,30,0
2020,2,9,3,30,0
2020,2,9,4,30,0
2020,2,9,5,30,0
2020,2,9,6,30,0
2020,2,9,7,30,0
2020,2,9,8,30,0
2020,2,9,9,30,0
2020,2,9,10,30,0
2020,2,9,11,30,0
2020,2,9,12,30,0
2020,2,9,13,30,0
2020,2,9,14,30,0
2020,2,9,15,30,64
2020,2,9,16,30,254
2020,2,9,17,30,436
2020,2,9,18,30,577
2020,2,9,19,30,662
2020,2,9,20,30,683
2020,2,9,21,30,640
2020,2,9,22,30,535
2020,2,9,23,30,377
2020,2,10,0,30,185
2020,2,10,1,30,17
2020,2,10,2,30,0
2020,2,10,3,30,0
2020,2,10,4,30,0
2020,2,10,5,30,0
2020,2,10,6,30,0
2020,2,10,7,30,0
2020,2,10,8,30,0
2020,2,10,9,30,0
2020,2,10,10,30,0
2020,2,10,11,30,0
2020,2,10,12,30,0
2020,2,10,13,30,0
2020,2,10,14,30,0
2020,2,10,15,30,68
2020,2,10,16,30,261
2020,2,10,17,30,446
2020,2,10,18,30,588
2020,2,10,19,30,672
2020,2,10,20,30,691
2020,2,10,21,30,642
2020,2,10,22,30,532
2020,2,10,23,30,374
2020,2,11,0,30,183
2020,2,11,1,30,18
2020,2,11,2,30,0
2020,2,11,3,30,0
2020,2,11,4,30,0
2020,2,11,5,30,0
2020,2,11,6,30,0
2020,2,11,7,30,0
2020,2,11,8,30,0
2020,2,11,9,30,0
2020,2,11,10,30,0
2020,2,11,11,30,0
2020,2,11,12,30,0
2020,2,11,13,30,0
2020,2,11,14,30,0
2020,2,11,15,30,69
2020,2,11,16,30,257
2020,2,11,17,30,438
2020,2,11,18,30,577
2020,2,11,19,30,661
2020,2,11,20,30,680
2020,2,11,21,30,632
2020,2,11,22,30,526
2020,2,11,23,30,370
2020,2,12,0,30,182
2020,2,12,1,30,18
2020,2,12,2,30,0
2020,2,12,3,30,0
2020,2,12,4,30,0
2020,2,12,5,30,0
2020,2,12,6,30,0
2020,2,12,7,30,0
2020,2,12,8,30,0
2020,2,12,9,30,0
2020,2,12,10,30,0
2020,2,12,11,30,0
2020,2,12,12,30,0
2020,2,12,13,30,0
2020,2,12,14,30,0
2020,2,12,15,30,66
2020,2,12,16,30,251
2020,2,12,17,30,433
2020,2,12,18,30,574
2020,2,12,19,30,660
2020,2,12,20,30,681
2020,2,12,21,30,637
2020,2,12,22,30,532
2020,2,12,23,30,375
2020,2,13,0,30,183
2020,2,13,1,30,15
2020,2,13,2,30,0
2020,2,13,3,30,0
2020,2,13,4,30,0
2020,2,13,5,30,0
2020,2,13,6,30,0
2020,2,13,7,30,0
2020,2,13,8,30,0
2020,2,13,9,30,0
2020,2,13,10,30,0
2020,2,13,11,30,0
2020,2,13,12,30,0
2020,2,13,13,30,0
2020,2,13,14,30,0
2020,2,13,15,30,66
2020,2,13,16,30,250
2020,2,13,17,30,429
2020,2,13,18,30,568
2020,2,13,19,30,653
2020,2,13,20,30,673
2020,2,13,21,30,627
2020,2,13,22,30,523
2020,2,13,23,30,367
2020,2,14,0,30,182
2020,2,14,1,30,19
2020,2,14,2,30,0
2020,2,14,3,30,0
2020,2,14,4,30,0
2020,2,14,5,30,0
2020,2,14,6,30,0
2020,2,14,7,30,0
2020,2,14,8,30,0
2020,2,14,9,30,0
2020,2,14,10,30,0
2020,2,14,11,30,0
2020,2,14,12,30,0
2020,2,14,13,30,0
2020,2,14,14,30,0
2020,2,14,15,30,71
2020,2,14,16,30,258
